Timestamp,Input Text,Sentiment,Confidence Score
2024-02-07 09:42:00,Mock text for 2024-02-07,NEGATIVE,0.84
2024-02-08 16:26:00,Mock text for 2024-02-08,NEGATIVE,0.78
2024-02-08 08:07:00,Mock text for 2024-02-08,POSITIVE,0.91
2024-02-08 07:42:00,Mock text for 2024-02-08,NEUTRAL,0.91
2024-02-08 04:56:00,Mock text for 2024-02-08,POSITIVE,0.82
2024-02-08 03:34:00,Mock text for 2024-02-08,NEGATIVE,0.81
2024-02-09 04:21:00,Mock text for 2024-02-09,NEGATIVE,0.73
2024-02-09 05:52:00,Mock text for 2024-02-09,NEUTRAL,0.91
2024-02-09 00:19:00,Mock text for 2024-02-09,NEUTRAL,0.85
2024-02-09 22:10:00,Mock text for 2024-02-09,POSITIVE,0.75
2024-02-09 22:38:00,Mock text for 2024-02-09,POSITIVE,0.75
2024-02-09 05:56:00,Mock text for 2024-02-09,NEGATIVE,0.78
2024-02-09 06:15:00,Mock text for 2024-02-09,POSITIVE,0.77
2024-02-10 15:25:00,Mock text for 2024-02-10,NEGATIVE,0.92
2024-02-10 05:59:00,Mock text for 2024-02-10,POSITIVE,0.71
2024-02-10 19:51:00,Mock text for 2024-02-10,POSITIVE,0.83
2024-02-10 18:45:00,Mock text for 2024-02-10,NEGATIVE,0.73
2024-02-10 04:54:00,Mock text for 2024-02-10,POSITIVE,0.96
2024-02-10 10:34:00,Mock text for 2024-02-10,POSITIVE,0.71
2024-02-11 06:24:00,Mock text for 2024-02-11,POSITIVE,0.84
2024-02-11 01:36:00,Mock text for 2024-02-11,NEGATIVE,0.71
2024-02-11 04:47:00,Mock text for 2024-02-11,NEGATIVE,0.81
2024-02-12 13:38:00,Mock text for 2024-02-12,NEUTRAL,0.72
2024-02-12 19:43:00,Mock text for 2024-02-12,POSITIVE,0.95
2024-02-12 07:17:00,Mock text for 2024-02-12,NEUTRAL,0.96
2024-02-13 23:24:00,Mock text for 2024-02-13,POSITIVE,0.85
2024-02-13 06:33:00,Mock text for 2024-02-13,NEGATIVE,0.93
2024-02-13 19:02:00,Mock text for 2024-02-13,NEUTRAL,0.92
2024-02-13 18:04:00,Mock text for 2024-02-13,NEGATIVE,0.92
2024-02-13 00:47:00,Mock text for 2024-02-13,NEUTRAL,0.82
2024-02-14 04:52:00,Mock text for 2024-02-14,POSITIVE,0.72
2024-02-14 16:41:00,Mock text for 2024-02-14,NEGATIVE,0.75
2024-02-14 21:05:00,Mock text for 2024-02-14,POSITIVE,0.92
2024-02-14 07:41:00,Mock text for 2024-02-14,NEGATIVE,0.9
2024-02-14 15:03:00,Mock text for 2024-02-14,NEGATIVE,0.97
2024-02-14 20:21:00,Mock text for 2024-02-14,NEGATIVE,0.9
2024-02-15 17:35:00,Mock text for 2024-02-15,POSITIVE,0.88
2024-02-15 06:15:00,Mock text for 2024-02-15,POSITIVE,0.94
2024-02-15 21:26:00,Mock text for 2024-02-15,NEUTRAL,0.81
2024-02-15 11:42:00,Mock text for 2024-02-15,NEGATIVE,0.97
2024-02-15 17:01:00,Mock text for 2024-02-15,NEGATIVE,0.95
2024-02-15 22:50:00,Mock text for 2024-02-15,NEGATIVE,0.88
2024-02-15 05:45:00,Mock text for 2024-02-15,NEGATIVE,0.87
2024-02-16 09:35:00,Mock text for 2024-02-16,NEGATIVE,0.72
2024-02-16 21:02:00,Mock text for 2024-02-16,NEGATIVE,0.73
2024-02-16 21:13:00,Mock text for 2024-02-16,NEUTRAL,0.82
2024-02-16 03:14:00,Mock text for 2024-02-16,POSITIVE,0.86
2024-02-16 17:55:00,Mock text for 2024-02-16,POSITIVE,0.8
2024-02-16 06:58:00,Mock text for 2024-02-16,NEGATIVE,0.74
2024-02-17 17:32:00,Mock text for 2024-02-17,NEGATIVE,0.98
2024-02-17 16:25:00,Mock text for 2024-02-17,NEGATIVE,0.95
2024-02-17 00:17:00,Mock text for 2024-02-17,NEUTRAL,0.81
2024-02-17 10:21:00,Mock text for 2024-02-17,NEUTRAL,0.71
2024-02-17 19:45:00,Mock text for 2024-02-17,NEGATIVE,0.81
2024-02-17 04:39:00,Mock text for 2024-02-17,NEGATIVE,0.94
2024-02-17 11:11:00,Mock text for 2024-02-17,NEUTRAL,0.94
2024-02-18 16:43:00,Mock text for 2024-02-18,NEUTRAL,0.76
2024-02-18 06:41:00,Mock text for 2024-02-18,NEGATIVE,0.82
2024-02-18 05:07:00,Mock text for 2024-02-18,POSITIVE,0.88
2024-02-18 10:41:00,Mock text for 2024-02-18,NEGATIVE,0.73
2024-02-18 21:57:00,Mock text for 2024-02-18,POSITIVE,0.96
2024-02-19 22:06:00,Mock text for 2024-02-19,POSITIVE,0.78
2024-02-19 18:11:00,Mock text for 2024-02-19,POSITIVE,0.73
2024-02-19 11:55:00,Mock text for 2024-02-19,NEGATIVE,0.91
2024-02-19 05:10:00,Mock text for 2024-02-19,NEGATIVE,0.87
2024-02-20 14:13:00,Mock text for 2024-02-20,POSITIVE,0.78
2024-02-20 05:56:00,Mock text for 2024-02-20,POSITIVE,0.93
2024-02-20 07:09:00,Mock text for 2024-02-20,POSITIVE,0.76
2024-02-20 13:29:00,Mock text for 2024-02-20,NEUTRAL,0.78
2024-02-20 05:29:00,Mock text for 2024-02-20,NEGATIVE,0.96
2024-02-20 06:27:00,Mock text for 2024-02-20,NEGATIVE,0.77
2024-02-21 00:41:00,Mock text for 2024-02-21,NEUTRAL,0.98
2024-02-21 20:51:00,Mock text for 2024-02-21,NEGATIVE,0.85
2024-02-21 23:16:00,Mock text for 2024-02-21,NEUTRAL,0.95
2024-02-22 00:41:00,Mock text for 2024-02-22,POSITIVE,0.82
2024-02-22 09:32:00,Mock text for 2024-02-22,NEGATIVE,1.0
2024-02-22 09:03:00,Mock text for 2024-02-22,NEGATIVE,0.91
2024-02-23 13:14:00,Mock text for 2024-02-23,POSITIVE,0.82
2024-02-23 17:27:00,Mock text for 2024-02-23,NEUTRAL,0.86
2024-02-23 01:23:00,Mock text for 2024-02-23,NEGATIVE,0.77
2024-02-23 02:23:00,Mock text for 2024-02-23,NEUTRAL,0.82
2024-02-24 09:30:00,Mock text for 2024-02-24,NEGATIVE,0.72
2024-02-24 19:03:00,Mock text for 2024-02-24,NEGATIVE,0.83
2024-02-24 06:40:00,Mock text for 2024-02-24,POSITIVE,0.84
2024-02-24 05:40:00,Mock text for 2024-02-24,NEGATIVE,0.94
2024-02-24 12:31:00,Mock text for 2024-02-24,POSITIVE,0.91
2024-02-25 15:45:00,Mock text for 2024-02-25,POSITIVE,0.79
2024-02-25 09:45:00,Mock text for 2024-02-25,NEGATIVE,0.95
2024-02-25 15:06:00,Mock text for 2024-02-25,NEGATIVE,0.8
2024-02-25 03:34:00,Mock text for 2024-02-25,NEGATIVE,0.83
2024-02-25 16:17:00,Mock text for 2024-02-25,NEGATIVE,0.92
2024-02-26 06:38:00,Mock text for 2024-02-26,NEGATIVE,0.89
2024-02-26 13:58:00,Mock text for 2024-02-26,NEUTRAL,0.97
2024-02-26 12:50:00,Mock text for 2024-02-26,POSITIVE,0.99
2024-02-26 19:05:00,Mock text for 2024-02-26,NEGATIVE,0.74
2024-02-26 16:07:00,Mock text for 2024-02-26,NEGATIVE,0.83
2024-02-27 10:57:00,Mock text for 2024-02-27,NEGATIVE,0.79
2024-02-27 21:29:00,Mock text for 2024-02-27,NEGATIVE,0.77
2024-02-27 03:41:00,Mock text for 2024-02-27,NEUTRAL,0.9
2024-02-27 04:09:00,Mock text for 2024-02-27,NEGATIVE,0.77
2024-02-27 04:32:00,Mock text for 2024-02-27,POSITIVE,0.87
2024-02-27 06:49:00,Mock text for 2024-02-27,NEUTRAL,0.71
2024-02-28 16:11:00,Mock text for 2024-02-28,NEUTRAL,0.82
2024-02-28 05:19:00,Mock text for 2024-02-28,NEGATIVE,0.95
2024-02-28 16:40:00,Mock text for 2024-02-28,NEUTRAL,0.91
2024-02-28 07:30:00,Mock text for 2024-02-28,POSITIVE,0.76
2024-02-28 18:54:00,Mock text for 2024-02-28,POSITIVE,0.74
2024-02-28 02:24:00,Mock text for 2024-02-28,POSITIVE,0.87
2024-02-28 15:37:00,Mock text for 2024-02-28,NEGATIVE,0.88
2024-02-29 05:36:00,Mock text for 2024-02-29,NEUTRAL,0.98
2024-02-29 02:20:00,Mock text for 2024-02-29,NEGATIVE,0.9
2024-02-29 13:42:00,Mock text for 2024-02-29,NEUTRAL,0.98
2024-02-29 01:56:00,Mock text for 2024-02-29,NEUTRAL,0.82
2024-03-01 11:50:00,Mock text for 2024-03-01,NEGATIVE,0.83
2024-03-01 05:59:00,Mock text for 2024-03-01,NEGATIVE,0.9
2024-03-01 06:41:00,Mock text for 2024-03-01,NEGATIVE,0.79
2024-03-01 11:44:00,Mock text for 2024-03-01,NEUTRAL,0.7
2024-03-02 06:24:00,Mock text for 2024-03-02,NEUTRAL,0.78
2024-03-02 08:57:00,Mock text for 2024-03-02,NEUTRAL,0.91
2024-03-02 12:17:00,Mock text for 2024-03-02,NEGATIVE,0.89
2024-03-03 14:43:00,Mock text for 2024-03-03,NEGATIVE,0.92
2024-03-03 00:31:00,Mock text for 2024-03-03,POSITIVE,0.98
2024-03-03 01:56:00,Mock text for 2024-03-03,NEUTRAL,0.9
2024-03-03 19:44:00,Mock text for 2024-03-03,NEUTRAL,0.99
2024-03-03 23:28:00,Mock text for 2024-03-03,POSITIVE,0.99
2024-03-03 17:44:00,Mock text for 2024-03-03,NEGATIVE,0.78
2024-03-03 08:05:00,Mock text for 2024-03-03,POSITIVE,0.72
2024-03-04 15:53:00,Mock text for 2024-03-04,POSITIVE,0.73
2024-03-04 09:28:00,Mock text for 2024-03-04,NEGATIVE,0.9
2024-03-04 15:56:00,Mock text for 2024-03-04,NEGATIVE,0.74
2024-03-05 03:49:00,Mock text for 2024-03-05,POSITIVE,0.86
2024-03-05 09:18:00,Mock text for 2024-03-05,POSITIVE,0.99
2024-03-05 19:40:00,Mock text for 2024-03-05,NEUTRAL,1.0
2024-03-05 15:00:00,Mock text for 2024-03-05,NEUTRAL,0.86
2024-03-05 19:08:00,Mock text for 2024-03-05,NEUTRAL,0.81
2024-03-05 06:55:00,Mock text for 2024-03-05,POSITIVE,0.85
2024-03-06 11:31:00,Mock text for 2024-03-06,POSITIVE,0.82
2024-03-06 08:27:00,Mock text for 2024-03-06,NEUTRAL,0.9
2024-03-06 06:02:00,Mock text for 2024-03-06,NEUTRAL,0.7
2024-03-06 12:54:00,Mock text for 2024-03-06,POSITIVE,0.82
2024-03-06 08:56:00,Mock text for 2024-03-06,NEGATIVE,0.76
2024-03-07 04:45:00,Mock text for 2024-03-07,POSITIVE,0.72
2024-03-07 19:59:00,Mock text for 2024-03-07,NEGATIVE,0.86
2024-03-07 02:32:00,Mock text for 2024-03-07,NEUTRAL,0.73
2024-03-08 19:34:00,Mock text for 2024-03-08,NEGATIVE,0.74
2024-03-08 13:22:00,Mock text for 2024-03-08,NEUTRAL,0.73
2024-03-08 10:14:00,Mock text for 2024-03-08,NEGATIVE,0.79
2024-03-08 07:45:00,Mock text for 2024-03-08,POSITIVE,0.81
2024-03-09 14:50:00,Mock text for 2024-03-09,POSITIVE,0.83
2024-03-09 09:24:00,Mock text for 2024-03-09,POSITIVE,0.82
2024-03-09 02:57:00,Mock text for 2024-03-09,NEUTRAL,0.74
2024-03-09 18:29:00,Mock text for 2024-03-09,NEUTRAL,0.81
2024-03-10 19:45:00,Mock text for 2024-03-10,NEGATIVE,0.91
2024-03-10 06:11:00,Mock text for 2024-03-10,NEGATIVE,0.83
2024-03-10 06:33:00,Mock text for 2024-03-10,NEUTRAL,0.84
2024-03-10 00:34:00,Mock text for 2024-03-10,NEGATIVE,0.73
2024-03-10 09:49:00,Mock text for 2024-03-10,POSITIVE,0.93
2024-03-11 13:04:00,Mock text for 2024-03-11,POSITIVE,0.85
2024-03-11 05:44:00,Mock text for 2024-03-11,POSITIVE,0.81
2024-03-11 23:29:00,Mock text for 2024-03-11,POSITIVE,0.92
2024-03-11 21:11:00,Mock text for 2024-03-11,NEUTRAL,1.0
2024-03-11 08:53:00,Mock text for 2024-03-11,POSITIVE,0.96
2024-03-11 15:48:00,Mock text for 2024-03-11,POSITIVE,0.77
2024-03-11 04:21:00,Mock text for 2024-03-11,NEGATIVE,0.85
2024-03-12 21:56:00,Mock text for 2024-03-12,NEGATIVE,0.93
2024-03-12 20:47:00,Mock text for 2024-03-12,NEGATIVE,0.93
2024-03-12 09:35:00,Mock text for 2024-03-12,POSITIVE,0.92
2024-03-13 02:51:00,Mock text for 2024-03-13,NEUTRAL,0.71
2024-03-13 21:59:00,Mock text for 2024-03-13,NEUTRAL,0.86
2024-03-13 10:57:00,Mock text for 2024-03-13,NEUTRAL,0.93
2024-03-13 02:35:00,Mock text for 2024-03-13,NEGATIVE,0.72
2024-03-13 05:54:00,Mock text for 2024-03-13,NEUTRAL,0.87
2024-03-14 11:02:00,Mock text for 2024-03-14,NEUTRAL,0.95
2024-03-14 02:53:00,Mock text for 2024-03-14,NEUTRAL,0.99
2024-03-14 19:36:00,Mock text for 2024-03-14,NEGATIVE,0.74
2024-03-14 08:51:00,Mock text for 2024-03-14,NEUTRAL,0.73
2024-03-14 18:02:00,Mock text for 2024-03-14,NEUTRAL,0.9
2024-03-14 00:35:00,Mock text for 2024-03-14,NEGATIVE,0.9
2024-03-14 07:59:00,Mock text for 2024-03-14,POSITIVE,0.79
2024-03-15 06:04:00,Mock text for 2024-03-15,POSITIVE,0.81
2024-03-15 11:00:00,Mock text for 2024-03-15,NEGATIVE,0.81
2024-03-15 14:47:00,Mock text for 2024-03-15,NEUTRAL,0.85
2024-03-15 11:56:00,Mock text for 2024-03-15,POSITIVE,0.91
2024-03-15 07:35:00,Mock text for 2024-03-15,NEGATIVE,0.81
2024-03-15 18:47:00,Mock text for 2024-03-15,NEGATIVE,0.71
2024-03-16 20:00:00,Mock text for 2024-03-16,POSITIVE,0.91
2024-03-16 19:49:00,Mock text for 2024-03-16,NEUTRAL,0.82
2024-03-16 08:23:00,Mock text for 2024-03-16,NEGATIVE,0.88
2024-03-16 09:43:00,Mock text for 2024-03-16,POSITIVE,0.74
2024-03-16 06:58:00,Mock text for 2024-03-16,POSITIVE,0.78
2024-03-16 04:23:00,Mock text for 2024-03-16,POSITIVE,0.99
2024-03-16 05:56:00,Mock text for 2024-03-16,POSITIVE,0.85
2024-03-17 19:30:00,Mock text for 2024-03-17,NEUTRAL,0.72
2024-03-17 16:48:00,Mock text for 2024-03-17,NEUTRAL,0.7
2024-03-17 19:27:00,Mock text for 2024-03-17,NEGATIVE,0.76
2024-03-18 07:24:00,Mock text for 2024-03-18,NEUTRAL,0.86
2024-03-18 18:26:00,Mock text for 2024-03-18,NEUTRAL,0.8
2024-03-18 00:56:00,Mock text for 2024-03-18,POSITIVE,0.74
2024-03-18 15:01:00,Mock text for 2024-03-18,NEUTRAL,0.95
2024-03-19 14:38:00,Mock text for 2024-03-19,POSITIVE,0.72
2024-03-19 21:09:00,Mock text for 2024-03-19,NEGATIVE,0.82
2024-03-19 15:51:00,Mock text for 2024-03-19,NEGATIVE,0.85
2024-03-19 18:50:00,Mock text for 2024-03-19,NEGATIVE,0.74
2024-03-19 01:42:00,Mock text for 2024-03-19,POSITIVE,0.84
2024-03-19 04:46:00,Mock text for 2024-03-19,POSITIVE,0.88
2024-03-19 16:19:00,Mock text for 2024-03-19,NEUTRAL,0.92
2024-03-20 03:57:00,Mock text for 2024-03-20,NEGATIVE,1.0
2024-03-20 19:36:00,Mock text for 2024-03-20,POSITIVE,0.74
2024-03-20 05:05:00,Mock text for 2024-03-20,NEUTRAL,0.72
2024-03-20 18:27:00,Mock text for 2024-03-20,NEUTRAL,0.91
2024-03-21 21:40:00,Mock text for 2024-03-21,NEGATIVE,0.87
2024-03-21 00:18:00,Mock text for 2024-03-21,POSITIVE,0.98
2024-03-21 05:57:00,Mock text for 2024-03-21,NEGATIVE,0.87
2024-03-21 06:08:00,Mock text for 2024-03-21,POSITIVE,1.0
2024-03-21 05:11:00,Mock text for 2024-03-21,POSITIVE,0.71
2024-03-22 16:50:00,Mock text for 2024-03-22,POSITIVE,0.7
2024-03-22 10:08:00,Mock text for 2024-03-22,NEGATIVE,0.87
2024-03-22 06:48:00,Mock text for 2024-03-22,NEGATIVE,0.76
2024-03-22 07:00:00,Mock text for 2024-03-22,POSITIVE,0.91
2024-03-23 14:34:00,Mock text for 2024-03-23,POSITIVE,0.98
2024-03-23 22:45:00,Mock text for 2024-03-23,NEGATIVE,0.73
2024-03-23 05:53:00,Mock text for 2024-03-23,NEUTRAL,0.85
2024-03-23 07:24:00,Mock text for 2024-03-23,NEGATIVE,0.98
2024-03-23 04:49:00,Mock text for 2024-03-23,NEGATIVE,1.0
2024-03-24 15:42:00,Mock text for 2024-03-24,POSITIVE,0.8
2024-03-24 01:16:00,Mock text for 2024-03-24,NEUTRAL,0.77
2024-03-24 22:23:00,Mock text for 2024-03-24,NEUTRAL,0.77
2024-03-24 08:09:00,Mock text for 2024-03-24,NEGATIVE,0.94
2024-03-25 06:41:00,Mock text for 2024-03-25,NEGATIVE,0.84
2024-03-25 22:22:00,Mock text for 2024-03-25,NEUTRAL,0.93
2024-03-25 12:33:00,Mock text for 2024-03-25,NEGATIVE,0.96
2024-03-25 09:59:00,Mock text for 2024-03-25,NEUTRAL,0.92
2024-03-25 12:16:00,Mock text for 2024-03-25,NEUTRAL,0.91
2024-03-25 01:39:00,Mock text for 2024-03-25,NEUTRAL,0.73
2024-03-25 03:25:00,Mock text for 2024-03-25,POSITIVE,0.79
2024-03-26 04:16:00,Mock text for 2024-03-26,NEGATIVE,0.74
2024-03-26 02:41:00,Mock text for 2024-03-26,POSITIVE,0.78
2024-03-26 02:56:00,Mock text for 2024-03-26,NEGATIVE,0.91
2024-03-27 15:16:00,Mock text for 2024-03-27,NEUTRAL,0.93
2024-03-27 11:37:00,Mock text for 2024-03-27,NEGATIVE,0.82
2024-03-27 05:34:00,Mock text for 2024-03-27,NEUTRAL,0.82
2024-03-28 11:24:00,Mock text for 2024-03-28,POSITIVE,0.96
2024-03-28 11:25:00,Mock text for 2024-03-28,POSITIVE,0.79
2024-03-28 20:49:00,Mock text for 2024-03-28,NEUTRAL,0.96
2024-03-28 09:08:00,Mock text for 2024-03-28,NEUTRAL,0.71
2024-03-28 17:54:00,Mock text for 2024-03-28,NEUTRAL,0.75
2024-03-29 19:30:00,Mock text for 2024-03-29,NEUTRAL,0.8
2024-03-29 05:32:00,Mock text for 2024-03-29,POSITIVE,0.72
2024-03-29 05:22:00,Mock text for 2024-03-29,NEGATIVE,1.0
2024-03-29 22:13:00,Mock text for 2024-03-29,NEUTRAL,0.94
2024-03-29 15:37:00,Mock text for 2024-03-29,POSITIVE,0.78
2024-03-29 23:38:00,Mock text for 2024-03-29,NEGATIVE,0.72
2024-03-29 10:44:00,Mock text for 2024-03-29,NEGATIVE,0.88
2024-03-30 22:38:00,Mock text for 2024-03-30,POSITIVE,0.74
2024-03-30 06:38:00,Mock text for 2024-03-30,POSITIVE,0.93
2024-03-30 13:38:00,Mock text for 2024-03-30,POSITIVE,0.82
2024-03-30 21:03:00,Mock text for 2024-03-30,NEUTRAL,0.96
2024-03-31 22:00:00,Mock text for 2024-03-31,NEUTRAL,0.99
2024-03-31 12:06:00,Mock text for 2024-03-31,NEUTRAL,0.72
2024-03-31 14:30:00,Mock text for 2024-03-31,NEUTRAL,0.9
2024-04-01 05:36:00,Mock text for 2024-04-01,POSITIVE,0.9
2024-04-01 22:37:00,Mock text for 2024-04-01,NEUTRAL,0.78
2024-04-01 18:00:00,Mock text for 2024-04-01,NEUTRAL,0.89
2024-04-01 15:45:00,Mock text for 2024-04-01,NEUTRAL,0.86
2024-04-01 08:45:00,Mock text for 2024-04-01,POSITIVE,0.85
2024-04-02 09:15:00,Mock text for 2024-04-02,POSITIVE,0.72
2024-04-02 08:26:00,Mock text for 2024-04-02,NEUTRAL,0.9
2024-04-02 13:04:00,Mock text for 2024-04-02,NEGATIVE,0.7
2024-04-03 10:20:00,Mock text for 2024-04-03,NEUTRAL,0.84
2024-04-03 16:25:00,Mock text for 2024-04-03,NEGATIVE,0.84
2024-04-03 04:00:00,Mock text for 2024-04-03,NEUTRAL,1.0
2024-04-03 09:18:00,Mock text for 2024-04-03,NEGATIVE,0.82
2024-04-04 19:20:00,Mock text for 2024-04-04,NEGATIVE,0.83
2024-04-04 18:04:00,Mock text for 2024-04-04,NEGATIVE,0.8
2024-04-04 17:23:00,Mock text for 2024-04-04,NEGATIVE,0.78
2024-04-04 16:44:00,Mock text for 2024-04-04,NEGATIVE,0.79
2024-04-05 01:22:00,Mock text for 2024-04-05,POSITIVE,0.82
2024-04-05 07:29:00,Mock text for 2024-04-05,NEGATIVE,1.0
2024-04-05 05:23:00,Mock text for 2024-04-05,NEUTRAL,0.97
2024-04-05 06:06:00,Mock text for 2024-04-05,NEGATIVE,0.77
2024-04-05 00:10:00,Mock text for 2024-04-05,POSITIVE,0.98
2024-04-05 03:02:00,Mock text for 2024-04-05,NEGATIVE,0.76
2024-04-05 23:12:00,Mock text for 2024-04-05,NEUTRAL,0.84
2024-04-06 09:08:00,Mock text for 2024-04-06,NEUTRAL,0.81
2024-04-06 02:42:00,Mock text for 2024-04-06,NEUTRAL,0.8
2024-04-06 10:04:00,Mock text for 2024-04-06,NEUTRAL,0.76
2024-04-06 06:32:00,Mock text for 2024-04-06,NEUTRAL,0.78
2024-04-06 15:59:00,Mock text for 2024-04-06,NEGATIVE,0.98
2024-04-06 00:45:00,Mock text for 2024-04-06,NEUTRAL,0.77
2024-04-07 03:47:00,Mock text for 2024-04-07,NEUTRAL,0.79
2024-04-07 07:00:00,Mock text for 2024-04-07,NEUTRAL,0.85
2024-04-07 07:22:00,Mock text for 2024-04-07,POSITIVE,0.9
2024-04-08 19:48:00,Mock text for 2024-04-08,NEGATIVE,0.73
2024-04-08 03:46:00,Mock text for 2024-04-08,POSITIVE,0.86
2024-04-08 00:03:00,Mock text for 2024-04-08,NEUTRAL,0.7
2024-04-08 08:07:00,Mock text for 2024-04-08,NEUTRAL,0.79
2024-04-08 23:02:00,Mock text for 2024-04-08,NEGATIVE,0.73
2024-04-08 20:46:00,Mock text for 2024-04-08,NEUTRAL,0.98
2024-04-09 03:06:00,Mock text for 2024-04-09,NEGATIVE,0.84
2024-04-09 12:29:00,Mock text for 2024-04-09,POSITIVE,0.87
2024-04-09 06:23:00,Mock text for 2024-04-09,NEGATIVE,0.83
2024-04-10 14:34:00,Mock text for 2024-04-10,NEGATIVE,0.84
2024-04-10 23:22:00,Mock text for 2024-04-10,NEGATIVE,0.85
2024-04-10 11:08:00,Mock text for 2024-04-10,NEGATIVE,0.83
2024-04-11 03:10:00,Mock text for 2024-04-11,NEGATIVE,0.87
2024-04-11 14:38:00,Mock text for 2024-04-11,POSITIVE,0.89
2024-04-11 19:03:00,Mock text for 2024-04-11,NEGATIVE,0.96
2024-04-11 16:08:00,Mock text for 2024-04-11,NEUTRAL,0.94
2024-04-12 18:43:00,Mock text for 2024-04-12,NEGATIVE,0.85
2024-04-12 06:06:00,Mock text for 2024-04-12,NEGATIVE,0.95
2024-04-12 01:28:00,Mock text for 2024-04-12,POSITIVE,0.79
2024-04-12 20:54:00,Mock text for 2024-04-12,NEUTRAL,0.85
2024-04-12 05:08:00,Mock text for 2024-04-12,NEGATIVE,0.94
2024-04-12 07:05:00,Mock text for 2024-04-12,NEGATIVE,0.76
2024-04-13 18:10:00,Mock text for 2024-04-13,NEUTRAL,0.73
2024-04-13 03:56:00,Mock text for 2024-04-13,NEGATIVE,0.98
2024-04-13 13:16:00,Mock text for 2024-04-13,NEGATIVE,0.97
2024-04-13 21:44:00,Mock text for 2024-04-13,NEUTRAL,0.98
2024-04-13 22:23:00,Mock text for 2024-04-13,NEUTRAL,0.73
2024-04-13 21:55:00,Mock text for 2024-04-13,POSITIVE,0.83
2024-04-13 10:16:00,Mock text for 2024-04-13,NEUTRAL,0.96
2024-04-14 21:54:00,Mock text for 2024-04-14,NEUTRAL,0.96
2024-04-14 16:39:00,Mock text for 2024-04-14,NEGATIVE,0.93
2024-04-14 14:18:00,Mock text for 2024-04-14,NEGATIVE,0.85
2024-04-15 23:06:00,Mock text for 2024-04-15,POSITIVE,0.97
2024-04-15 07:10:00,Mock text for 2024-04-15,POSITIVE,0.97
2024-04-15 22:33:00,Mock text for 2024-04-15,POSITIVE,0.73
2024-04-15 17:49:00,Mock text for 2024-04-15,NEGATIVE,0.96
2024-04-15 19:05:00,Mock text for 2024-04-15,POSITIVE,0.76
2024-04-16 06:52:00,Mock text for 2024-04-16,POSITIVE,0.88
2024-04-16 04:02:00,Mock text for 2024-04-16,NEUTRAL,0.73
2024-04-16 15:24:00,Mock text for 2024-04-16,NEGATIVE,0.97
2024-04-17 16:41:00,Mock text for 2024-04-17,NEUTRAL,0.9
2024-04-17 00:34:00,Mock text for 2024-04-17,POSITIVE,0.94
2024-04-17 15:47:00,Mock text for 2024-04-17,NEGATIVE,0.81
