Timestamp,Input Text,Sentiment,Confidence Score
2024-04-17 00:13:00,Mock text for 2024-04-17,NEGATIVE,0.85
2024-04-17 17:18:00,Mock text for 2024-04-17,NEUTRAL,0.72
2024-04-17 13:53:00,Mock text for 2024-04-17,NEGATIVE,0.88
2024-04-18 11:59:00,Mock text for 2024-04-18,NEGATIVE,0.7
2024-04-18 23:18:00,Mock text for 2024-04-18,POSITIVE,0.9
2024-04-18 00:32:00,Mock text for 2024-04-18,POSITIVE,0.79
2024-04-19 09:35:00,Mock text for 2024-04-19,NEGATIVE,0.73
2024-04-19 19:53:00,Mock text for 2024-04-19,NEUTRAL,0.97
2024-04-19 17:58:00,Mock text for 2024-04-19,NEGATIVE,0.91
2024-04-19 15:38:00,Mock text for 2024-04-19,NEGATIVE,0.93
2024-04-19 16:28:00,Mock text for 2024-04-19,NEGATIVE,0.87
2024-04-19 18:25:00,Mock text for 2024-04-19,NEUTRAL,0.95
2024-04-20 01:06:00,Mock text for 2024-04-20,NEGATIVE,0.87
2024-04-20 09:54:00,Mock text for 2024-04-20,NEUTRAL,0.98
2024-04-20 04:12:00,Mock text for 2024-04-20,NEGATIVE,0.93
2024-04-21 23:57:00,Mock text for 2024-04-21,POSITIVE,0.91
2024-04-21 01:02:00,Mock text for 2024-04-21,NEUTRAL,0.88
2024-04-21 01:28:00,Mock text for 2024-04-21,NEGATIVE,0.93
2024-04-21 06:00:00,Mock text for 2024-04-21,NEGATIVE,0.98
2024-04-21 17:35:00,Mock text for 2024-04-21,NEGATIVE,0.82
2024-04-21 13:09:00,Mock text for 2024-04-21,NEUTRAL,0.98
2024-04-21 16:23:00,Mock text for 2024-04-21,POSITIVE,0.8
2024-04-22 03:11:00,Mock text for 2024-04-22,POSITIVE,0.99
2024-04-22 18:37:00,Mock text for 2024-04-22,NEGATIVE,0.92
2024-04-22 04:19:00,Mock text for 2024-04-22,POSITIVE,0.87
2024-04-22 22:54:00,Mock text for 2024-04-22,NEGATIVE,0.99
2024-04-23 00:33:00,Mock text for 2024-04-23,NEUTRAL,0.73
2024-04-23 11:38:00,Mock text for 2024-04-23,POSITIVE,0.79
2024-04-23 03:08:00,Mock text for 2024-04-23,NEUTRAL,0.94
2024-04-23 22:43:00,Mock text for 2024-04-23,POSITIVE,0.73
2024-04-23 15:43:00,Mock text for 2024-04-23,NEGATIVE,0.86
2024-04-23 08:29:00,Mock text for 2024-04-23,NEUTRAL,0.9
2024-04-23 08:19:00,Mock text for 2024-04-23,NEUTRAL,0.77
2024-04-24 07:23:00,Mock text for 2024-04-24,NEUTRAL,0.84
2024-04-24 18:08:00,Mock text for 2024-04-24,NEGATIVE,0.77
2024-04-24 21:01:00,Mock text for 2024-04-24,NEGATIVE,0.8
2024-04-24 19:59:00,Mock text for 2024-04-24,NEUTRAL,0.8
2024-04-24 18:08:00,Mock text for 2024-04-24,POSITIVE,0.75
2024-04-24 12:56:00,Mock text for 2024-04-24,POSITIVE,0.96
2024-04-24 14:16:00,Mock text for 2024-04-24,POSITIVE,0.98
2024-04-25 22:52:00,Mock text for 2024-04-25,NEGATIVE,0.92
2024-04-25 05:00:00,Mock text for 2024-04-25,NEGATIVE,0.9
2024-04-25 11:25:00,Mock text for 2024-04-25,NEUTRAL,0.81
2024-04-25 23:59:00,Mock text for 2024-04-25,POSITIVE,0.85
2024-04-26 11:18:00,Mock text for 2024-04-26,NEGATIVE,0.76
2024-04-26 19:44:00,Mock text for 2024-04-26,NEUTRAL,0.87
2024-04-26 21:20:00,Mock text for 2024-04-26,NEUTRAL,0.94
2024-04-26 11:46:00,Mock text for 2024-04-26,POSITIVE,0.71
2024-04-26 22:32:00,Mock text for 2024-04-26,POSITIVE,0.83
2024-04-27 13:52:00,Mock text for 2024-04-27,POSITIVE,0.72
2024-04-27 17:34:00,Mock text for 2024-04-27,NEGATIVE,0.98
2024-04-27 10:23:00,Mock text for 2024-04-27,POSITIVE,0.88
2024-04-28 19:16:00,Mock text for 2024-04-28,POSITIVE,0.71
2024-04-28 07:32:00,Mock text for 2024-04-28,NEUTRAL,0.83
2024-04-28 12:03:00,Mock text for 2024-04-28,NEUTRAL,0.78
2024-04-28 21:12:00,Mock text for 2024-04-28,POSITIVE,0.74
2024-04-28 10:15:00,Mock text for 2024-04-28,NEGATIVE,0.85
2024-04-28 19:38:00,Mock text for 2024-04-28,NEGATIVE,0.93
2024-04-29 01:15:00,Mock text for 2024-04-29,POSITIVE,0.9
2024-04-29 03:13:00,Mock text for 2024-04-29,NEUTRAL,0.7
2024-04-29 00:33:00,Mock text for 2024-04-29,POSITIVE,0.84
2024-04-29 17:26:00,Mock text for 2024-04-29,NEGATIVE,0.86
2024-04-29 18:09:00,Mock text for 2024-04-29,NEGATIVE,0.76
2024-04-30 15:49:00,Mock text for 2024-04-30,POSITIVE,0.73
2024-04-30 05:45:00,Mock text for 2024-04-30,NEGATIVE,0.99
2024-04-30 13:46:00,Mock text for 2024-04-30,NEUTRAL,0.97
2024-04-30 12:59:00,Mock text for 2024-04-30,NEUTRAL,0.87
2024-04-30 06:50:00,Mock text for 2024-04-30,NEGATIVE,0.7
2024-04-30 09:33:00,Mock text for 2024-04-30,NEGATIVE,0.74
2024-05-01 01:35:00,Mock text for 2024-05-01,NEGATIVE,0.87
2024-05-01 06:28:00,Mock text for 2024-05-01,NEUTRAL,0.92
2024-05-01 16:25:00,Mock text for 2024-05-01,NEGATIVE,0.76
2024-05-01 14:45:00,Mock text for 2024-05-01,NEGATIVE,0.72
2024-05-01 15:28:00,Mock text for 2024-05-01,NEUTRAL,0.79
2024-05-01 11:51:00,Mock text for 2024-05-01,NEGATIVE,0.8
2024-05-01 19:32:00,Mock text for 2024-05-01,POSITIVE,0.86
2024-05-02 15:18:00,Mock text for 2024-05-02,NEUTRAL,0.9
2024-05-02 07:27:00,Mock text for 2024-05-02,NEUTRAL,0.77
2024-05-02 04:13:00,Mock text for 2024-05-02,NEGATIVE,0.77
2024-05-03 21:18:00,Mock text for 2024-05-03,NEGATIVE,0.98
2024-05-03 22:43:00,Mock text for 2024-05-03,NEGATIVE,0.89
2024-05-03 10:02:00,Mock text for 2024-05-03,NEGATIVE,0.71
2024-05-03 12:56:00,Mock text for 2024-05-03,NEGATIVE,0.93
2024-05-04 03:07:00,Mock text for 2024-05-04,POSITIVE,0.72
2024-05-04 22:32:00,Mock text for 2024-05-04,POSITIVE,0.93
2024-05-04 21:16:00,Mock text for 2024-05-04,NEUTRAL,0.84
2024-05-04 18:02:00,Mock text for 2024-05-04,NEUTRAL,0.97
2024-05-04 09:11:00,Mock text for 2024-05-04,NEUTRAL,0.75
2024-05-04 18:59:00,Mock text for 2024-05-04,POSITIVE,0.93
2024-05-05 19:25:00,Mock text for 2024-05-05,NEUTRAL,0.7
2024-05-05 17:22:00,Mock text for 2024-05-05,NEGATIVE,0.82
2024-05-05 20:34:00,Mock text for 2024-05-05,NEUTRAL,0.95
2024-05-05 09:30:00,Mock text for 2024-05-05,POSITIVE,0.84
2024-05-06 08:37:00,Mock text for 2024-05-06,NEGATIVE,0.72
2024-05-06 09:46:00,Mock text for 2024-05-06,NEUTRAL,0.8
2024-05-06 06:42:00,Mock text for 2024-05-06,NEUTRAL,0.91
2024-05-06 09:04:00,Mock text for 2024-05-06,POSITIVE,0.89
2024-05-06 02:30:00,Mock text for 2024-05-06,POSITIVE,0.88
2024-05-06 11:32:00,Mock text for 2024-05-06,NEUTRAL,0.85
2024-05-07 21:49:00,Mock text for 2024-05-07,NEUTRAL,0.74
2024-05-07 03:23:00,Mock text for 2024-05-07,POSITIVE,0.84
2024-05-07 22:16:00,Mock text for 2024-05-07,POSITIVE,0.72
2024-05-07 13:14:00,Mock text for 2024-05-07,POSITIVE,0.96
2024-05-08 21:00:00,Mock text for 2024-05-08,NEUTRAL,0.78
2024-05-08 09:38:00,Mock text for 2024-05-08,NEUTRAL,0.93
2024-05-08 13:45:00,Mock text for 2024-05-08,POSITIVE,0.92
2024-05-08 20:42:00,Mock text for 2024-05-08,POSITIVE,0.88
2024-05-08 00:54:00,Mock text for 2024-05-08,NEUTRAL,0.92
2024-05-08 18:31:00,Mock text for 2024-05-08,NEGATIVE,0.82
2024-05-09 12:00:00,Mock text for 2024-05-09,POSITIVE,0.9
2024-05-09 04:00:00,Mock text for 2024-05-09,NEUTRAL,0.75
2024-05-09 17:05:00,Mock text for 2024-05-09,NEUTRAL,0.96
2024-05-09 15:21:00,Mock text for 2024-05-09,NEGATIVE,0.72
2024-05-09 14:04:00,Mock text for 2024-05-09,POSITIVE,0.71
2024-05-09 08:10:00,Mock text for 2024-05-09,NEUTRAL,0.9
2024-05-10 05:38:00,Mock text for 2024-05-10,NEGATIVE,0.94
2024-05-10 16:39:00,Mock text for 2024-05-10,POSITIVE,0.74
2024-05-10 13:45:00,Mock text for 2024-05-10,NEGATIVE,0.93
2024-05-10 19:34:00,Mock text for 2024-05-10,POSITIVE,0.78
2024-05-10 07:34:00,Mock text for 2024-05-10,NEUTRAL,0.76
2024-05-10 07:05:00,Mock text for 2024-05-10,NEUTRAL,0.9
2024-05-10 15:59:00,Mock text for 2024-05-10,NEUTRAL,0.71
2024-05-11 18:33:00,Mock text for 2024-05-11,NEGATIVE,0.85
2024-05-11 02:14:00,Mock text for 2024-05-11,POSITIVE,0.9
2024-05-11 08:14:00,Mock text for 2024-05-11,POSITIVE,0.83
2024-05-12 20:15:00,Mock text for 2024-05-12,POSITIVE,0.82
2024-05-12 01:41:00,Mock text for 2024-05-12,NEGATIVE,0.87
2024-05-12 04:56:00,Mock text for 2024-05-12,NEUTRAL,0.92
2024-05-12 08:57:00,Mock text for 2024-05-12,NEUTRAL,0.88
2024-05-13 14:38:00,Mock text for 2024-05-13,NEGATIVE,1.0
2024-05-13 18:51:00,Mock text for 2024-05-13,NEUTRAL,0.71
2024-05-13 11:25:00,Mock text for 2024-05-13,NEUTRAL,0.73
2024-05-13 13:12:00,Mock text for 2024-05-13,NEUTRAL,0.85
2024-05-13 18:11:00,Mock text for 2024-05-13,NEUTRAL,0.9
2024-05-14 16:13:00,Mock text for 2024-05-14,NEUTRAL,0.75
2024-05-14 17:56:00,Mock text for 2024-05-14,NEUTRAL,0.75
2024-05-14 06:32:00,Mock text for 2024-05-14,NEGATIVE,0.87
2024-05-14 23:54:00,Mock text for 2024-05-14,NEUTRAL,0.96
2024-05-15 09:40:00,Mock text for 2024-05-15,NEUTRAL,0.88
2024-05-15 21:32:00,Mock text for 2024-05-15,POSITIVE,0.88
2024-05-15 16:53:00,Mock text for 2024-05-15,NEUTRAL,0.98
2024-05-16 17:23:00,Mock text for 2024-05-16,POSITIVE,0.8
2024-05-16 16:14:00,Mock text for 2024-05-16,NEGATIVE,0.76
2024-05-16 20:27:00,Mock text for 2024-05-16,POSITIVE,0.84
2024-05-16 08:02:00,Mock text for 2024-05-16,NEUTRAL,0.71
2024-05-16 17:18:00,Mock text for 2024-05-16,POSITIVE,0.87
2024-05-16 08:27:00,Mock text for 2024-05-16,POSITIVE,0.78
2024-05-16 13:07:00,Mock text for 2024-05-16,POSITIVE,0.92
2024-05-17 20:53:00,Mock text for 2024-05-17,NEUTRAL,0.81
2024-05-17 05:01:00,Mock text for 2024-05-17,NEGATIVE,0.91
2024-05-17 15:38:00,Mock text for 2024-05-17,NEUTRAL,0.91
2024-05-18 12:24:00,Mock text for 2024-05-18,NEUTRAL,0.73
2024-05-18 01:20:00,Mock text for 2024-05-18,POSITIVE,0.83
2024-05-18 20:30:00,Mock text for 2024-05-18,NEUTRAL,0.77
2024-05-18 06:54:00,Mock text for 2024-05-18,POSITIVE,0.79
2024-05-18 09:11:00,Mock text for 2024-05-18,NEUTRAL,0.72
2024-05-19 20:46:00,Mock text for 2024-05-19,NEUTRAL,0.83
2024-05-19 11:07:00,Mock text for 2024-05-19,NEGATIVE,0.95
2024-05-19 11:14:00,Mock text for 2024-05-19,POSITIVE,0.89
2024-05-19 06:48:00,Mock text for 2024-05-19,NEUTRAL,0.76
2024-05-19 14:55:00,Mock text for 2024-05-19,POSITIVE,0.95
2024-05-20 04:02:00,Mock text for 2024-05-20,NEGATIVE,0.81
2024-05-20 04:12:00,Mock text for 2024-05-20,POSITIVE,0.8
2024-05-20 12:42:00,Mock text for 2024-05-20,NEGATIVE,0.99
2024-05-20 10:55:00,Mock text for 2024-05-20,NEGATIVE,0.91
2024-05-21 20:33:00,Mock text for 2024-05-21,NEUTRAL,0.78
2024-05-21 13:13:00,Mock text for 2024-05-21,POSITIVE,0.74
2024-05-21 16:30:00,Mock text for 2024-05-21,NEGATIVE,1.0
2024-05-21 18:46:00,Mock text for 2024-05-21,NEUTRAL,0.97
2024-05-21 15:40:00,Mock text for 2024-05-21,NEGATIVE,0.81
2024-05-21 07:41:00,Mock text for 2024-05-21,NEGATIVE,0.89
2024-05-21 21:34:00,Mock text for 2024-05-21,POSITIVE,0.87
2024-05-22 22:42:00,Mock text for 2024-05-22,NEUTRAL,0.84
2024-05-22 12:44:00,Mock text for 2024-05-22,POSITIVE,0.78
2024-05-22 20:10:00,Mock text for 2024-05-22,NEGATIVE,0.94
2024-05-22 17:17:00,Mock text for 2024-05-22,NEGATIVE,0.79
2024-05-22 22:30:00,Mock text for 2024-05-22,NEUTRAL,0.88
2024-05-22 17:04:00,Mock text for 2024-05-22,NEUTRAL,0.95
2024-05-22 10:48:00,Mock text for 2024-05-22,POSITIVE,1.0
2024-05-23 06:36:00,Mock text for 2024-05-23,POSITIVE,0.8
2024-05-23 11:15:00,Mock text for 2024-05-23,NEUTRAL,0.79
2024-05-23 18:42:00,Mock text for 2024-05-23,NEGATIVE,0.81
2024-05-23 04:16:00,Mock text for 2024-05-23,POSITIVE,0.8
2024-05-23 20:51:00,Mock text for 2024-05-23,POSITIVE,0.93
2024-05-23 03:52:00,Mock text for 2024-05-23,NEGATIVE,0.82
2024-05-23 06:27:00,Mock text for 2024-05-23,POSITIVE,0.96
2024-05-24 21:17:00,Mock text for 2024-05-24,POSITIVE,0.91
2024-05-24 23:32:00,Mock text for 2024-05-24,NEGATIVE,0.74
2024-05-24 08:33:00,Mock text for 2024-05-24,NEGATIVE,0.91
2024-05-24 08:07:00,Mock text for 2024-05-24,NEGATIVE,0.87
2024-05-24 02:45:00,Mock text for 2024-05-24,POSITIVE,0.97
2024-05-25 16:18:00,Mock text for 2024-05-25,NEGATIVE,0.99
2024-05-25 18:45:00,Mock text for 2024-05-25,NEUTRAL,0.87
2024-05-25 18:26:00,Mock text for 2024-05-25,NEGATIVE,0.76
2024-05-25 07:53:00,Mock text for 2024-05-25,NEGATIVE,0.98
2024-05-25 17:14:00,Mock text for 2024-05-25,NEGATIVE,0.75
2024-05-25 09:34:00,Mock text for 2024-05-25,NEGATIVE,0.89
2024-05-26 16:20:00,Mock text for 2024-05-26,NEUTRAL,0.98
2024-05-26 06:55:00,Mock text for 2024-05-26,NEUTRAL,0.71
2024-05-26 08:38:00,Mock text for 2024-05-26,POSITIVE,0.88
2024-05-27 11:41:00,Mock text for 2024-05-27,POSITIVE,0.77
2024-05-27 05:08:00,Mock text for 2024-05-27,NEGATIVE,0.74
2024-05-27 06:52:00,Mock text for 2024-05-27,NEGATIVE,0.96
2024-05-28 08:04:00,Mock text for 2024-05-28,NEGATIVE,0.92
2024-05-28 23:29:00,Mock text for 2024-05-28,NEGATIVE,0.98
2024-05-28 12:39:00,Mock text for 2024-05-28,POSITIVE,0.96
2024-05-28 08:47:00,Mock text for 2024-05-28,NEUTRAL,0.74
2024-05-28 18:25:00,Mock text for 2024-05-28,NEGATIVE,0.8
2024-05-29 07:55:00,Mock text for 2024-05-29,NEUTRAL,0.97
2024-05-29 10:18:00,Mock text for 2024-05-29,POSITIVE,0.83
2024-05-29 17:20:00,Mock text for 2024-05-29,NEUTRAL,0.79
2024-05-29 14:21:00,Mock text for 2024-05-29,NEUTRAL,0.92
2024-05-29 18:29:00,Mock text for 2024-05-29,NEGATIVE,0.74
2024-05-29 01:47:00,Mock text for 2024-05-29,NEGATIVE,0.92
2024-05-30 20:38:00,Mock text for 2024-05-30,POSITIVE,0.84
2024-05-30 09:34:00,Mock text for 2024-05-30,POSITIVE,0.87
2024-05-30 14:16:00,Mock text for 2024-05-30,NEGATIVE,0.97
2024-05-31 07:42:00,Mock text for 2024-05-31,NEGATIVE,0.71
2024-05-31 15:47:00,Mock text for 2024-05-31,NEGATIVE,0.97
2024-05-31 04:23:00,Mock text for 2024-05-31,POSITIVE,0.98
2024-05-31 22:05:00,Mock text for 2024-05-31,NEGATIVE,0.97
2024-06-01 14:41:00,Mock text for 2024-06-01,NEUTRAL,0.83
2024-06-01 16:38:00,Mock text for 2024-06-01,NEGATIVE,0.87
2024-06-01 19:02:00,Mock text for 2024-06-01,NEGATIVE,1.0
2024-06-01 16:24:00,Mock text for 2024-06-01,NEGATIVE,0.97
2024-06-01 20:55:00,Mock text for 2024-06-01,POSITIVE,0.74
2024-06-01 10:28:00,Mock text for 2024-06-01,NEUTRAL,0.86
2024-06-02 14:32:00,Mock text for 2024-06-02,POSITIVE,0.73
2024-06-02 17:59:00,Mock text for 2024-06-02,NEUTRAL,0.72
2024-06-02 19:23:00,Mock text for 2024-06-02,POSITIVE,0.87
2024-06-03 10:52:00,Mock text for 2024-06-03,POSITIVE,0.82
2024-06-03 00:29:00,Mock text for 2024-06-03,POSITIVE,0.94
2024-06-03 05:12:00,Mock text for 2024-06-03,NEUTRAL,0.84
2024-06-04 16:08:00,Mock text for 2024-06-04,NEGATIVE,0.77
2024-06-04 07:06:00,Mock text for 2024-06-04,NEGATIVE,0.72
2024-06-04 08:57:00,Mock text for 2024-06-04,POSITIVE,0.89
2024-06-04 11:19:00,Mock text for 2024-06-04,NEUTRAL,0.73
2024-06-05 18:14:00,Mock text for 2024-06-05,POSITIVE,0.91
2024-06-05 04:02:00,Mock text for 2024-06-05,POSITIVE,0.98
2024-06-05 04:48:00,Mock text for 2024-06-05,NEUTRAL,0.82
2024-06-05 10:30:00,Mock text for 2024-06-05,NEUTRAL,0.7
2024-06-05 13:50:00,Mock text for 2024-06-05,NEGATIVE,0.94
2024-06-05 18:59:00,Mock text for 2024-06-05,NEGATIVE,0.9
2024-06-05 17:56:00,Mock text for 2024-06-05,NEUTRAL,0.92
2024-06-06 00:46:00,Mock text for 2024-06-06,NEUTRAL,0.72
2024-06-06 08:37:00,Mock text for 2024-06-06,NEGATIVE,0.77
2024-06-06 19:10:00,Mock text for 2024-06-06,NEGATIVE,0.76
2024-06-06 00:30:00,Mock text for 2024-06-06,NEGATIVE,0.93
2024-06-07 13:07:00,Mock text for 2024-06-07,NEUTRAL,0.72
2024-06-07 06:35:00,Mock text for 2024-06-07,POSITIVE,0.77
2024-06-07 01:16:00,Mock text for 2024-06-07,NEUTRAL,0.89
2024-06-07 11:25:00,Mock text for 2024-06-07,NEUTRAL,0.79
2024-06-07 18:06:00,Mock text for 2024-06-07,POSITIVE,0.92
2024-06-08 07:35:00,Mock text for 2024-06-08,NEGATIVE,0.92
2024-06-08 02:52:00,Mock text for 2024-06-08,NEGATIVE,0.99
2024-06-08 09:55:00,Mock text for 2024-06-08,NEUTRAL,0.97
2024-06-09 16:29:00,Mock text for 2024-06-09,NEGATIVE,0.83
2024-06-09 22:38:00,Mock text for 2024-06-09,POSITIVE,0.94
2024-06-09 01:55:00,Mock text for 2024-06-09,NEUTRAL,0.87
2024-06-09 14:51:00,Mock text for 2024-06-09,POSITIVE,0.77
2024-06-09 17:09:00,Mock text for 2024-06-09,NEGATIVE,0.91
2024-06-09 02:36:00,Mock text for 2024-06-09,NEGATIVE,0.87
2024-06-10 06:46:00,Mock text for 2024-06-10,NEGATIVE,0.71
2024-06-10 07:24:00,Mock text for 2024-06-10,POSITIVE,0.78
2024-06-10 07:09:00,Mock text for 2024-06-10,NEUTRAL,0.8
2024-06-10 07:55:00,Mock text for 2024-06-10,NEUTRAL,0.95
2024-06-11 15:31:00,Mock text for 2024-06-11,POSITIVE,0.78
2024-06-11 21:10:00,Mock text for 2024-06-11,NEUTRAL,0.74
2024-06-11 09:06:00,Mock text for 2024-06-11,NEUTRAL,0.71
2024-06-11 14:48:00,Mock text for 2024-06-11,NEUTRAL,0.73
2024-06-11 10:48:00,Mock text for 2024-06-11,NEUTRAL,0.97
2024-06-11 10:56:00,Mock text for 2024-06-11,NEUTRAL,0.96
2024-06-11 08:12:00,Mock text for 2024-06-11,POSITIVE,0.82
2024-06-12 10:12:00,Mock text for 2024-06-12,POSITIVE,0.71
2024-06-12 02:37:00,Mock text for 2024-06-12,NEGATIVE,0.85
2024-06-12 12:45:00,Mock text for 2024-06-12,NEGATIVE,0.98
2024-06-13 07:35:00,Mock text for 2024-06-13,NEGATIVE,0.88
2024-06-13 16:46:00,Mock text for 2024-06-13,NEGATIVE,0.95
2024-06-13 15:02:00,Mock text for 2024-06-13,NEGATIVE,0.98
2024-06-13 08:46:00,Mock text for 2024-06-13,NEUTRAL,0.91
2024-06-13 07:43:00,Mock text for 2024-06-13,NEGATIVE,0.8
2024-06-13 16:07:00,Mock text for 2024-06-13,NEGATIVE,0.8
2024-06-13 12:05:00,Mock text for 2024-06-13,POSITIVE,0.76
2024-06-14 15:42:00,Mock text for 2024-06-14,NEGATIVE,0.94
2024-06-14 16:03:00,Mock text for 2024-06-14,POSITIVE,0.8
2024-06-14 21:49:00,Mock text for 2024-06-14,NEUTRAL,0.84
2024-06-14 04:34:00,Mock text for 2024-06-14,NEUTRAL,0.93
2024-06-14 14:49:00,Mock text for 2024-06-14,POSITIVE,0.75
2024-06-14 15:09:00,Mock text for 2024-06-14,POSITIVE,0.8
2024-06-14 03:50:00,Mock text for 2024-06-14,POSITIVE,0.97
2024-06-15 20:19:00,Mock text for 2024-06-15,POSITIVE,0.97
2024-06-15 09:39:00,Mock text for 2024-06-15,POSITIVE,0.82
2024-06-15 06:49:00,Mock text for 2024-06-15,NEUTRAL,0.91
2024-06-15 07:17:00,Mock text for 2024-06-15,NEGATIVE,0.96
2024-06-15 17:11:00,Mock text for 2024-06-15,NEUTRAL,0.88
2024-06-15 21:33:00,Mock text for 2024-06-15,NEGATIVE,0.78
2024-06-15 18:22:00,Mock text for 2024-06-15,NEUTRAL,1.0
2024-06-16 02:53:00,Mock text for 2024-06-16,NEUTRAL,0.87
2024-06-16 11:16:00,Mock text for 2024-06-16,NEGATIVE,0.83
2024-06-16 09:11:00,Mock text for 2024-06-16,NEGATIVE,0.89
2024-06-16 21:49:00,Mock text for 2024-06-16,POSITIVE,0.81
2024-06-17 06:35:00,Mock text for 2024-06-17,POSITIVE,0.77
2024-06-17 06:40:00,Mock text for 2024-06-17,NEGATIVE,0.98
2024-06-17 05:48:00,Mock text for 2024-06-17,NEGATIVE,0.89
2024-06-17 05:39:00,Mock text for 2024-06-17,NEUTRAL,0.86
2024-06-17 01:01:00,Mock text for 2024-06-17,NEUTRAL,0.8
2024-06-17 00:20:00,Mock text for 2024-06-17,NEGATIVE,0.93
2024-06-17 08:47:00,Mock text for 2024-06-17,NEGATIVE,0.89
2024-06-18 15:46:00,Mock text for 2024-06-18,NEGATIVE,0.72
2024-06-18 06:37:00,Mock text for 2024-06-18,NEGATIVE,0.94
2024-06-18 07:23:00,Mock text for 2024-06-18,NEUTRAL,0.95
2024-06-18 01:28:00,Mock text for 2024-06-18,NEUTRAL,0.99
2024-06-18 10:27:00,Mock text for 2024-06-18,NEGATIVE,0.7
2024-06-18 17:46:00,Mock text for 2024-06-18,NEGATIVE,0.9
2024-06-19 05:23:00,Mock text for 2024-06-19,NEGATIVE,0.85
2024-06-19 05:22:00,Mock text for 2024-06-19,POSITIVE,0.95
2024-06-19 02:36:00,Mock text for 2024-06-19,NEGATIVE,0.97
2024-06-19 09:06:00,Mock text for 2024-06-19,POSITIVE,0.86
2024-06-19 18:31:00,Mock text for 2024-06-19,NEGATIVE,0.8
2024-06-19 01:31:00,Mock text for 2024-06-19,POSITIVE,0.87
2024-06-20 12:24:00,Mock text for 2024-06-20,NEUTRAL,0.86
2024-06-20 08:42:00,Mock text for 2024-06-20,NEUTRAL,0.99
2024-06-20 04:31:00,Mock text for 2024-06-20,POSITIVE,0.86
2024-06-20 05:19:00,Mock text for 2024-06-20,NEUTRAL,0.84
2024-06-20 14:56:00,Mock text for 2024-06-20,NEUTRAL,0.85
2024-06-20 01:09:00,Mock text for 2024-06-20,NEGATIVE,0.72
2024-06-20 18:14:00,Mock text for 2024-06-20,POSITIVE,0.75
2024-06-21 20:14:00,Mock text for 2024-06-21,NEUTRAL,0.89
2024-06-21 14:08:00,Mock text for 2024-06-21,POSITIVE,0.93
2024-06-21 15:50:00,Mock text for 2024-06-21,NEUTRAL,0.99
2024-06-22 23:19:00,Mock text for 2024-06-22,NEUTRAL,0.77
2024-06-22 11:03:00,Mock text for 2024-06-22,NEGATIVE,1.0
2024-06-22 21:51:00,Mock text for 2024-06-22,POSITIVE,0.74
2024-06-22 06:54:00,Mock text for 2024-06-22,NEGATIVE,0.87
2024-06-22 12:56:00,Mock text for 2024-06-22,NEGATIVE,0.81
